document_id,loan_id,applicant_reference,document_type,file_name,verification_status,source,contains_real_pii
DOC0016_PAYSLIP,16,APPLICANT-0016,Payslip,loan_16/payslip_16.pdf,Synthetic - Not Verified,Generated synthetic test document,False
DOC0016_BANK_STATEMENT,16,APPLICANT-0016,Bank Statement,loan_16/bank_statement_16.pdf,Synthetic - Not Verified,Generated synthetic test document,False
DOC0016_TAX_RETURN,16,APPLICANT-0016,Tax Return,loan_16/tax_return_16.pdf,Synthetic - Not Verified,Generated synthetic test document,False
DOC0016_KYC,16,APPLICANT-0016,KYC,loan_16/kyc_16.pdf,Synthetic - Not Verified,Generated synthetic test document,False
DOC0017_PAYSLIP,17,APPLICANT-0017,Payslip,loan_17/payslip_17.pdf,Synthetic - Not Verified,Generated synthetic test document,False
DOC0017_BANK_STATEMENT,17,APPLICANT-0017,Bank Statement,loan_17/bank_statement_17.pdf,Synthetic - Not Verified,Generated synthetic test document,False
DOC0017_TAX_RETURN,17,APPLICANT-0017,Tax Return,loan_17/tax_return_17.pdf,Synthetic - Not Verified,Generated synthetic test document,False
DOC0017_KYC,17,APPLICANT-0017,KYC,loan_17/kyc_17.pdf,Synthetic - Not Verified,Generated synthetic test document,False
DOC0018_PAYSLIP,18,APPLICANT-0018,Payslip,loan_18/payslip_18.pdf,Synthetic - Not Verified,Generated synthetic test document,False
DOC0018_BANK_STATEMENT,18,APPLICANT-0018,Bank Statement,loan_18/bank_statement_18.pdf,Synthetic - Not Verified,Generated synthetic test document,False
DOC0018_TAX_RETURN,18,APPLICANT-0018,Tax Return,loan_18/tax_return_18.pdf,Synthetic - Not Verified,Generated synthetic test document,False
DOC0018_KYC,18,APPLICANT-0018,KYC,loan_18/kyc_18.pdf,Synthetic - Not Verified,Generated synthetic test document,False
DOC0019_PAYSLIP,19,APPLICANT-0019,Payslip,loan_19/payslip_19.pdf,Synthetic - Not Verified,Generated synthetic test document,False
DOC0019_BANK_STATEMENT,19,APPLICANT-0019,Bank Statement,loan_19/bank_statement_19.pdf,Synthetic - Not Verified,Generated synthetic test document,False
DOC0019_TAX_RETURN,19,APPLICANT-0019,Tax Return,loan_19/tax_return_19.pdf,Synthetic - Not Verified,Generated synthetic test document,False
DOC0019_KYC,19,APPLICANT-0019,KYC,loan_19/kyc_19.pdf,Synthetic - Not Verified,Generated synthetic test document,False
DOC0020_PAYSLIP,20,APPLICANT-0020,Payslip,loan_20/payslip_20.pdf,Synthetic - Not Verified,Generated synthetic test document,False
DOC0020_BANK_STATEMENT,20,APPLICANT-0020,Bank Statement,loan_20/bank_statement_20.pdf,Synthetic - Not Verified,Generated synthetic test document,False
DOC0020_TAX_RETURN,20,APPLICANT-0020,Tax Return,loan_20/tax_return_20.pdf,Synthetic - Not Verified,Generated synthetic test document,False
DOC0020_KYC,20,APPLICANT-0020,KYC,loan_20/kyc_20.pdf,Synthetic - Not Verified,Generated synthetic test document,False
DOC0021_PAYSLIP,21,APPLICANT-0021,Payslip,loan_21/payslip_21.pdf,Synthetic - Not Verified,Generated synthetic test document,False
DOC0021_BANK_STATEMENT,21,APPLICANT-0021,Bank Statement,loan_21/bank_statement_21.pdf,Synthetic - Not Verified,Generated synthetic test document,False
DOC0021_TAX_RETURN,21,APPLICANT-0021,Tax Return,loan_21/tax_return_21.pdf,Synthetic - Not Verified,Generated synthetic test document,False
DOC0021_KYC,21,APPLICANT-0021,KYC,loan_21/kyc_21.pdf,Synthetic - Not Verified,Generated synthetic test document,False
DOC0022_PAYSLIP,22,APPLICANT-0022,Payslip,loan_22/payslip_22.pdf,Synthetic - Not Verified,Generated synthetic test document,False
DOC0022_BANK_STATEMENT,22,APPLICANT-0022,Bank Statement,loan_22/bank_statement_22.pdf,Synthetic - Not Verified,Generated synthetic test document,False
DOC0022_TAX_RETURN,22,APPLICANT-0022,Tax Return,loan_22/tax_return_22.pdf,Synthetic - Not Verified,Generated synthetic test document,False
DOC0022_KYC,22,APPLICANT-0022,KYC,loan_22/kyc_22.pdf,Synthetic - Not Verified,Generated synthetic test document,False
DOC0023_PAYSLIP,23,APPLICANT-0023,Payslip,loan_23/payslip_23.pdf,Synthetic - Not Verified,Generated synthetic test document,False
DOC0023_BANK_STATEMENT,23,APPLICANT-0023,Bank Statement,loan_23/bank_statement_23.pdf,Synthetic - Not Verified,Generated synthetic test document,False
DOC0023_TAX_RETURN,23,APPLICANT-0023,Tax Return,loan_23/tax_return_23.pdf,Synthetic - Not Verified,Generated synthetic test document,False
DOC0023_KYC,23,APPLICANT-0023,KYC,loan_23/kyc_23.pdf,Synthetic - Not Verified,Generated synthetic test document,False
DOC0024_PAYSLIP,24,APPLICANT-0024,Payslip,loan_24/payslip_24.pdf,Synthetic - Not Verified,Generated synthetic test document,False
DOC0024_BANK_STATEMENT,24,APPLICANT-0024,Bank Statement,loan_24/bank_statement_24.pdf,Synthetic - Not Verified,Generated synthetic test document,False
DOC0024_TAX_RETURN,24,APPLICANT-0024,Tax Return,loan_24/tax_return_24.pdf,Synthetic - Not Verified,Generated synthetic test document,False
DOC0024_KYC,24,APPLICANT-0024,KYC,loan_24/kyc_24.pdf,Synthetic - Not Verified,Generated synthetic test document,False
DOC0025_PAYSLIP,25,APPLICANT-0025,Payslip,loan_25/payslip_25.pdf,Synthetic - Not Verified,Generated synthetic test document,False
DOC0025_BANK_STATEMENT,25,APPLICANT-0025,Bank Statement,loan_25/bank_statement_25.pdf,Synthetic - Not Verified,Generated synthetic test document,False
DOC0025_TAX_RETURN,25,APPLICANT-0025,Tax Return,loan_25/tax_return_25.pdf,Synthetic - Not Verified,Generated synthetic test document,False
DOC0025_KYC,25,APPLICANT-0025,KYC,loan_25/kyc_25.pdf,Synthetic - Not Verified,Generated synthetic test document,False
DOC0026_PAYSLIP,26,APPLICANT-0026,Payslip,loan_26/payslip_26.pdf,Synthetic - Not Verified,Generated synthetic test document,False
DOC0026_BANK_STATEMENT,26,APPLICANT-0026,Bank Statement,loan_26/bank_statement_26.pdf,Synthetic - Not Verified,Generated synthetic test document,False
DOC0026_TAX_RETURN,26,APPLICANT-0026,Tax Return,loan_26/tax_return_26.pdf,Synthetic - Not Verified,Generated synthetic test document,False
DOC0026_KYC,26,APPLICANT-0026,KYC,loan_26/kyc_26.pdf,Synthetic - Not Verified,Generated synthetic test document,False
DOC0027_PAYSLIP,27,APPLICANT-0027,Payslip,loan_27/payslip_27.pdf,Synthetic - Not Verified,Generated synthetic test document,False
DOC0027_BANK_STATEMENT,27,APPLICANT-0027,Bank Statement,loan_27/bank_statement_27.pdf,Synthetic - Not Verified,Generated synthetic test document,False
DOC0027_TAX_RETURN,27,APPLICANT-0027,Tax Return,loan_27/tax_return_27.pdf,Synthetic - Not Verified,Generated synthetic test document,False
DOC0027_KYC,27,APPLICANT-0027,KYC,loan_27/kyc_27.pdf,Synthetic - Not Verified,Generated synthetic test document,False
DOC0028_PAYSLIP,28,APPLICANT-0028,Payslip,loan_28/payslip_28.pdf,Synthetic - Not Verified,Generated synthetic test document,False
DOC0028_BANK_STATEMENT,28,APPLICANT-0028,Bank Statement,loan_28/bank_statement_28.pdf,Synthetic - Not Verified,Generated synthetic test document,False
DOC0028_TAX_RETURN,28,APPLICANT-0028,Tax Return,loan_28/tax_return_28.pdf,Synthetic - Not Verified,Generated synthetic test document,False
DOC0028_KYC,28,APPLICANT-0028,KYC,loan_28/kyc_28.pdf,Synthetic - Not Verified,Generated synthetic test document,False
DOC0029_PAYSLIP,29,APPLICANT-0029,Payslip,loan_29/payslip_29.pdf,Synthetic - Not Verified,Generated synthetic test document,False
DOC0029_BANK_STATEMENT,29,APPLICANT-0029,Bank Statement,loan_29/bank_statement_29.pdf,Synthetic - Not Verified,Generated synthetic test document,False
DOC0029_TAX_RETURN,29,APPLICANT-0029,Tax Return,loan_29/tax_return_29.pdf,Synthetic - Not Verified,Generated synthetic test document,False
DOC0029_KYC,29,APPLICANT-0029,KYC,loan_29/kyc_29.pdf,Synthetic - Not Verified,Generated synthetic test document,False
DOC0030_PAYSLIP,30,APPLICANT-0030,Payslip,loan_30/payslip_30.pdf,Synthetic - Not Verified,Generated synthetic test document,False
DOC0030_BANK_STATEMENT,30,APPLICANT-0030,Bank Statement,loan_30/bank_statement_30.pdf,Synthetic - Not Verified,Generated synthetic test document,False
DOC0030_TAX_RETURN,30,APPLICANT-0030,Tax Return,loan_30/tax_return_30.pdf,Synthetic - Not Verified,Generated synthetic test document,False
DOC0030_KYC,30,APPLICANT-0030,KYC,loan_30/kyc_30.pdf,Synthetic - Not Verified,Generated synthetic test document,False
DOC0031_PAYSLIP,31,APPLICANT-0031,Payslip,loan_31/payslip_31.pdf,Synthetic - Not Verified,Generated synthetic test document,False
DOC0031_BANK_STATEMENT,31,APPLICANT-0031,Bank Statement,loan_31/bank_statement_31.pdf,Synthetic - Not Verified,Generated synthetic test document,False
DOC0031_TAX_RETURN,31,APPLICANT-0031,Tax Return,loan_31/tax_return_31.pdf,Synthetic - Not Verified,Generated synthetic test document,False
DOC0031_KYC,31,APPLICANT-0031,KYC,loan_31/kyc_31.pdf,Synthetic - Not Verified,Generated synthetic test document,False
DOC0032_PAYSLIP,32,APPLICANT-0032,Payslip,loan_32/payslip_32.pdf,Synthetic - Not Verified,Generated synthetic test document,False
DOC0032_BANK_STATEMENT,32,APPLICANT-0032,Bank Statement,loan_32/bank_statement_32.pdf,Synthetic - Not Verified,Generated synthetic test document,False
DOC0032_TAX_RETURN,32,APPLICANT-0032,Tax Return,loan_32/tax_return_32.pdf,Synthetic - Not Verified,Generated synthetic test document,False
DOC0032_KYC,32,APPLICANT-0032,KYC,loan_32/kyc_32.pdf,Synthetic - Not Verified,Generated synthetic test document,False
DOC0033_PAYSLIP,33,APPLICANT-0033,Payslip,loan_33/payslip_33.pdf,Synthetic - Not Verified,Generated synthetic test document,False
DOC0033_BANK_STATEMENT,33,APPLICANT-0033,Bank Statement,loan_33/bank_statement_33.pdf,Synthetic - Not Verified,Generated synthetic test document,False
DOC0033_TAX_RETURN,33,APPLICANT-0033,Tax Return,loan_33/tax_return_33.pdf,Synthetic - Not Verified,Generated synthetic test document,False
DOC0033_KYC,33,APPLICANT-0033,KYC,loan_33/kyc_33.pdf,Synthetic - Not Verified,Generated synthetic test document,False
DOC0034_PAYSLIP,34,APPLICANT-0034,Payslip,loan_34/payslip_34.pdf,Synthetic - Not Verified,Generated synthetic test document,False
DOC0034_BANK_STATEMENT,34,APPLICANT-0034,Bank Statement,loan_34/bank_statement_34.pdf,Synthetic - Not Verified,Generated synthetic test document,False
DOC0034_TAX_RETURN,34,APPLICANT-0034,Tax Return,loan_34/tax_return_34.pdf,Synthetic - Not Verified,Generated synthetic test document,False
DOC0034_KYC,34,APPLICANT-0034,KYC,loan_34/kyc_34.pdf,Synthetic - Not Verified,Generated synthetic test document,False
DOC0035_PAYSLIP,35,APPLICANT-0035,Payslip,loan_35/payslip_35.pdf,Synthetic - Not Verified,Generated synthetic test document,False
DOC0035_BANK_STATEMENT,35,APPLICANT-0035,Bank Statement,loan_35/bank_statement_35.pdf,Synthetic - Not Verified,Generated synthetic test document,False
DOC0035_TAX_RETURN,35,APPLICANT-0035,Tax Return,loan_35/tax_return_35.pdf,Synthetic - Not Verified,Generated synthetic test document,False
DOC0035_KYC,35,APPLICANT-0035,KYC,loan_35/kyc_35.pdf,Synthetic - Not Verified,Generated synthetic test document,False
DOC0036_PAYSLIP,36,APPLICANT-0036,Payslip,loan_36/payslip_36.pdf,Synthetic - Not Verified,Generated synthetic test document,False
DOC0036_BANK_STATEMENT,36,APPLICANT-0036,Bank Statement,loan_36/bank_statement_36.pdf,Synthetic - Not Verified,Generated synthetic test document,False
DOC0036_TAX_RETURN,36,APPLICANT-0036,Tax Return,loan_36/tax_return_36.pdf,Synthetic - Not Verified,Generated synthetic test document,False
DOC0036_KYC,36,APPLICANT-0036,KYC,loan_36/kyc_36.pdf,Synthetic - Not Verified,Generated synthetic test document,False
DOC0037_PAYSLIP,37,APPLICANT-0037,Payslip,loan_37/payslip_37.pdf,Synthetic - Not Verified,Generated synthetic test document,False
DOC0037_BANK_STATEMENT,37,APPLICANT-0037,Bank Statement,loan_37/bank_statement_37.pdf,Synthetic - Not Verified,Generated synthetic test document,False
DOC0037_TAX_RETURN,37,APPLICANT-0037,Tax Return,loan_37/tax_return_37.pdf,Synthetic - Not Verified,Generated synthetic test document,False
DOC0037_KYC,37,APPLICANT-0037,KYC,loan_37/kyc_37.pdf,Synthetic - Not Verified,Generated synthetic test document,False
DOC0038_PAYSLIP,38,APPLICANT-0038,Payslip,loan_38/payslip_38.pdf,Synthetic - Not Verified,Generated synthetic test document,False
DOC0038_BANK_STATEMENT,38,APPLICANT-0038,Bank Statement,loan_38/bank_statement_38.pdf,Synthetic - Not Verified,Generated synthetic test document,False
DOC0038_TAX_RETURN,38,APPLICANT-0038,Tax Return,loan_38/tax_return_38.pdf,Synthetic - Not Verified,Generated synthetic test document,False
DOC0038_KYC,38,APPLICANT-0038,KYC,loan_38/kyc_38.pdf,Synthetic - Not Verified,Generated synthetic test document,False
DOC0039_PAYSLIP,39,APPLICANT-0039,Payslip,loan_39/payslip_39.pdf,Synthetic - Not Verified,Generated synthetic test document,False
DOC0039_BANK_STATEMENT,39,APPLICANT-0039,Bank Statement,loan_39/bank_statement_39.pdf,Synthetic - Not Verified,Generated synthetic test document,False
DOC0039_TAX_RETURN,39,APPLICANT-0039,Tax Return,loan_39/tax_return_39.pdf,Synthetic - Not Verified,Generated synthetic test document,False
DOC0039_KYC,39,APPLICANT-0039,KYC,loan_39/kyc_39.pdf,Synthetic - Not Verified,Generated synthetic test document,False
DOC0040_PAYSLIP,40,APPLICANT-0040,Payslip,loan_40/payslip_40.pdf,Synthetic - Not Verified,Generated synthetic test document,False
DOC0040_BANK_STATEMENT,40,APPLICANT-0040,Bank Statement,loan_40/bank_statement_40.pdf,Synthetic - Not Verified,Generated synthetic test document,False
DOC0040_TAX_RETURN,40,APPLICANT-0040,Tax Return,loan_40/tax_return_40.pdf,Synthetic - Not Verified,Generated synthetic test document,False
DOC0040_KYC,40,APPLICANT-0040,KYC,loan_40/kyc_40.pdf,Synthetic - Not Verified,Generated synthetic test document,False
DOC0041_PAYSLIP,41,APPLICANT-0041,Payslip,loan_41/payslip_41.pdf,Synthetic - Not Verified,Generated synthetic test document,False
DOC0041_BANK_STATEMENT,41,APPLICANT-0041,Bank Statement,loan_41/bank_statement_41.pdf,Synthetic - Not Verified,Generated synthetic test document,False
DOC0041_TAX_RETURN,41,APPLICANT-0041,Tax Return,loan_41/tax_return_41.pdf,Synthetic - Not Verified,Generated synthetic test document,False
DOC0041_KYC,41,APPLICANT-0041,KYC,loan_41/kyc_41.pdf,Synthetic - Not Verified,Generated synthetic test document,False
DOC0042_PAYSLIP,42,APPLICANT-0042,Payslip,loan_42/payslip_42.pdf,Synthetic - Not Verified,Generated synthetic test document,False
DOC0042_BANK_STATEMENT,42,APPLICANT-0042,Bank Statement,loan_42/bank_statement_42.pdf,Synthetic - Not Verified,Generated synthetic test document,False
DOC0042_TAX_RETURN,42,APPLICANT-0042,Tax Return,loan_42/tax_return_42.pdf,Synthetic - Not Verified,Generated synthetic test document,False
DOC0042_KYC,42,APPLICANT-0042,KYC,loan_42/kyc_42.pdf,Synthetic - Not Verified,Generated synthetic test document,False
DOC0043_PAYSLIP,43,APPLICANT-0043,Payslip,loan_43/payslip_43.pdf,Synthetic - Not Verified,Generated synthetic test document,False
DOC0043_BANK_STATEMENT,43,APPLICANT-0043,Bank Statement,loan_43/bank_statement_43.pdf,Synthetic - Not Verified,Generated synthetic test document,False
DOC0043_TAX_RETURN,43,APPLICANT-0043,Tax Return,loan_43/tax_return_43.pdf,Synthetic - Not Verified,Generated synthetic test document,False
DOC0043_KYC,43,APPLICANT-0043,KYC,loan_43/kyc_43.pdf,Synthetic - Not Verified,Generated synthetic test document,False
DOC0044_PAYSLIP,44,APPLICANT-0044,Payslip,loan_44/payslip_44.pdf,Synthetic - Not Verified,Generated synthetic test document,False
DOC0044_BANK_STATEMENT,44,APPLICANT-0044,Bank Statement,loan_44/bank_statement_44.pdf,Synthetic - Not Verified,Generated synthetic test document,False
DOC0044_TAX_RETURN,44,APPLICANT-0044,Tax Return,loan_44/tax_return_44.pdf,Synthetic - Not Verified,Generated synthetic test document,False
DOC0044_KYC,44,APPLICANT-0044,KYC,loan_44/kyc_44.pdf,Synthetic - Not Verified,Generated synthetic test document,False
DOC0045_PAYSLIP,45,APPLICANT-0045,Payslip,loan_45/payslip_45.pdf,Synthetic - Not Verified,Generated synthetic test document,False
DOC0045_BANK_STATEMENT,45,APPLICANT-0045,Bank Statement,loan_45/bank_statement_45.pdf,Synthetic - Not Verified,Generated synthetic test document,False
DOC0045_TAX_RETURN,45,APPLICANT-0045,Tax Return,loan_45/tax_return_45.pdf,Synthetic - Not Verified,Generated synthetic test document,False
DOC0045_KYC,45,APPLICANT-0045,KYC,loan_45/kyc_45.pdf,Synthetic - Not Verified,Generated synthetic test document,False
DOC0046_PAYSLIP,46,APPLICANT-0046,Payslip,loan_46/payslip_46.pdf,Synthetic - Not Verified,Generated synthetic test document,False
DOC0046_BANK_STATEMENT,46,APPLICANT-0046,Bank Statement,loan_46/bank_statement_46.pdf,Synthetic - Not Verified,Generated synthetic test document,False
DOC0046_TAX_RETURN,46,APPLICANT-0046,Tax Return,loan_46/tax_return_46.pdf,Synthetic - Not Verified,Generated synthetic test document,False
DOC0046_KYC,46,APPLICANT-0046,KYC,loan_46/kyc_46.pdf,Synthetic - Not Verified,Generated synthetic test document,False
DOC0047_PAYSLIP,47,APPLICANT-0047,Payslip,loan_47/payslip_47.pdf,Synthetic - Not Verified,Generated synthetic test document,False
DOC0047_BANK_STATEMENT,47,APPLICANT-0047,Bank Statement,loan_47/bank_statement_47.pdf,Synthetic - Not Verified,Generated synthetic test document,False
DOC0047_TAX_RETURN,47,APPLICANT-0047,Tax Return,loan_47/tax_return_47.pdf,Synthetic - Not Verified,Generated synthetic test document,False
DOC0047_KYC,47,APPLICANT-0047,KYC,loan_47/kyc_47.pdf,Synthetic - Not Verified,Generated synthetic test document,False
DOC0048_PAYSLIP,48,APPLICANT-0048,Payslip,loan_48/payslip_48.pdf,Synthetic - Not Verified,Generated synthetic test document,False
DOC0048_BANK_STATEMENT,48,APPLICANT-0048,Bank Statement,loan_48/bank_statement_48.pdf,Synthetic - Not Verified,Generated synthetic test document,False
DOC0048_TAX_RETURN,48,APPLICANT-0048,Tax Return,loan_48/tax_return_48.pdf,Synthetic - Not Verified,Generated synthetic test document,False
DOC0048_KYC,48,APPLICANT-0048,KYC,loan_48/kyc_48.pdf,Synthetic - Not Verified,Generated synthetic test document,False
DOC0049_PAYSLIP,49,APPLICANT-0049,Payslip,loan_49/payslip_49.pdf,Synthetic - Not Verified,Generated synthetic test document,False
DOC0049_BANK_STATEMENT,49,APPLICANT-0049,Bank Statement,loan_49/bank_statement_49.pdf,Synthetic - Not Verified,Generated synthetic test document,False
DOC0049_TAX_RETURN,49,APPLICANT-0049,Tax Return,loan_49/tax_return_49.pdf,Synthetic - Not Verified,Generated synthetic test document,False
